Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Decade (product.metafields.custom.decade),Gender (product.metafields.custom.gender),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Era (product.metafields.shopify.era),Eyewear frame color (product.metafields.shopify.eyewear-frame-color),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens coating (product.metafields.shopify.lens-coating),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Optical frame design (product.metafields.shopify.optical-frame-design),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
measured-silence-1990s-thom-browne-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/5-IMG_1966.jpg?v=1769561739,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
measured-silence-1990s-thom-browne-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/6-IMG_1967.jpg?v=1769561739,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-pilot-1990s-valentino-sunglasses,“Shadow Pilot” 1990s Valentino Sunglasses,"<p data-start=""0"" data-end=""335"">A sharp reinterpretation of the classic aviator, this 1990s Valentino design leans into structure and shadow. The dark metal frame is defined by its squared aviator shape and strong double bridge, framing deep green lenses that fade subtly toward the base.</p>
<p data-start=""337"" data-end=""514""><strong data-start=""337"" data-end=""350"">Designer:</strong> Valentino<br data-start=""360"" data-end=""363""><strong data-start=""363"" data-end=""379"">Frame Model:</strong> Unknown<br data-start=""387"" data-end=""390""><strong data-start=""390"" data-end=""401"" data-is-only-node="""">Lenses:</strong> Green lenses<br data-start=""414"" data-end=""417""><strong data-start=""417"" data-end=""428"">Decade:</strong> 1990s<br data-start=""434"" data-end=""437""><strong data-start=""437"" data-end=""459"">Country of Origin:</strong> Unknown<br data-start=""467"" data-end=""470""><strong data-start=""470"" data-end=""484"">Condition:</strong> Excellent vintage condition</p>
<p data-start=""516"" data-end=""682""><strong data-start=""516"" data-end=""536"">Fit Description:</strong> Best suited for medium to larger faces. The aviator silhouette offers a confident, structured fit with clean angles and generous lens coverage.</p>
<p data-start=""684"" data-end=""852""><strong data-start=""684"" data-end=""696"">Journey:</strong> Chosen for the AZYR collection for its modern edge on a heritage form, capturing Valentino’s 1990s shift toward bolder, architectural eyewear statements.</p>
<p data-start=""854"" data-end=""935"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""854"" data-end=""874"">Additional Info:</strong> All purchases include an AZYR Specs case and cleaning cloth.</p>",Valentino,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,"1990s, 1990s glasses, 1990s sunglasses, 1990s vintage glasses, 90s, aviator, dark metal, double bridge, green lenses, Large, luxury, Medium, metal frame, minimalist, structured, sunglasses, valentino, vintage",false,Title,Default Title,,,,,,,,NL37,0.0,shopify,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0615/8814/4312/files/1-IMG_1956.jpg?v=1769557949,1,"",false,,,,,,,,,,,,,,1990s,Unisex,,,adults,grey; gray-1; black,,grey,aviator,metal,glass,,,grey,,,full-frame,unisex,,,,,,lb,,100.00,draft
shadow-pilot-1990s-valentino-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/2-IMG_1957.jpg?v=1769557949,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-pilot-1990s-valentino-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/3-IMG_1958.jpg?v=1769557949,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-pilot-1990s-valentino-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/4-IMG_1959.jpg?v=1769557949,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-pilot-1990s-valentino-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/5-IMG_1960.jpg?v=1769557949,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shadow-pilot-1990s-valentino-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/6-IMG_1961.jpg?v=1769557949,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze-silence-1980s-givenchy-sunglasses,“Bronze Silence” 1980s Givenchy Sunglasses,"<p data-start=""0"" data-end=""367"">A refined expression of 1980s Parisian minimalism, these Givenchy sunglasses embrace subtle drama through restraint. The slim oval metal frame, finished in a warm bronze tone, traces the lenses with quiet precision.</p>
<p data-start=""369"" data-end=""544""><strong data-start=""369"" data-end=""382"">Designer:</strong> Givenchy<br data-start=""391"" data-end=""394""><strong data-start=""394"" data-end=""410"">Frame Model:</strong> Unknown<br data-start=""418"" data-end=""421""><strong data-start=""421"" data-end=""432"" data-is-only-node="""">Lenses:</strong> Green lenses<br data-start=""445"" data-end=""448""><strong data-start=""448"" data-end=""459"">Decade:</strong> 1980s<br data-start=""465"" data-end=""468""><strong data-start=""468"" data-end=""490"">Country of Origin:</strong> France<br data-start=""497"" data-end=""500""><strong data-start=""500"" data-end=""514"">Condition:</strong> Excellent vintage condition</p>
<p data-start=""546"" data-end=""731""><strong data-start=""546"" data-end=""566"">Fit Description:</strong> Best suited for small to medium faces. The narrow oval silhouette offers a sleek, close fit with a softly elongated line that flatters with subtle sophistication.</p>
<p data-start=""733"" data-end=""892""><strong data-start=""733"" data-end=""745"">Journey:</strong> Selected for the AZYR collection as a reflection of Givenchy’s 1980s vision, where French refinement met modern edge in perfectly measured form.</p>
<p data-start=""894"" data-end=""975"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""894"" data-end=""914"">Additional Info:</strong> All purchases include an AZYR Specs case and cleaning cloth.</p>",Givenchy,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,"1980S, 1980s sunglasses, 1980s vintage glasses, 1980s Vintage sunglasses, 80s, bronze, elegant, french, green lenses, Medium, metal, minimalist, oval, small, sunglasses, vintage",false,Title,Default Title,,,,,,,,LL77,0.0,shopify,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0615/8814/4312/files/1-IMG_1932.jpg?v=1769556927,1,"",false,,,,,,,,,,,,,,1980s,Unisex,,,adults,dark-green; bronze; brown,,bronze,oval,metal; plastic,glass,,,dark-green,,,full-frame,unisex,,,,,,lb,,35.00,draft
bronze-silence-1980s-givenchy-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/2-IMG_1933.jpg?v=1769556927,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze-silence-1980s-givenchy-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/3-IMG_1934.jpg?v=1769556928,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze-silence-1980s-givenchy-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/4-IMG_1935.jpg?v=1769556927,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze-silence-1980s-givenchy-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/5-IMG_1936.jpg?v=1769556927,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze-silence-1980s-givenchy-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/6-IMG_1937.jpg?v=1769556927,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-atrium-1980s-sunglasses,“Neon Atrium” 1980s Sunglasses,"<p data-start=""0"" data-end=""372"">A striking relic of 1980s exuberance, this oval silhouette pairs sculptural gold metal with intricate side detailing that feels almost architectural. The rich green lenses sit confidently within the frame, casting a cool, saturated tone that recalls neon evenings and polished brass interiors.</p>
<p data-start=""374"" data-end=""547""><strong data-start=""374"" data-end=""387"">Designer:</strong> Unknown<br data-start=""395"" data-end=""398""><strong data-start=""398"" data-end=""414"">Frame Model:</strong> Unknown<br data-start=""422"" data-end=""425""><strong data-start=""425"" data-end=""436"" data-is-only-node="""">Lenses:</strong> Green lenses<br data-start=""449"" data-end=""452""><strong data-start=""452"" data-end=""463"">Decade:</strong> 1980s<br data-start=""469"" data-end=""472""><strong data-start=""472"" data-end=""494"">Country of Origin:</strong> Korea<br data-start=""500"" data-end=""503""><strong data-start=""503"" data-end=""517"">Condition:</strong> Excellent vintage condition</p>
<p data-start=""549"" data-end=""725""><strong data-start=""549"" data-end=""569"">Fit Description:</strong> Best suited for small to medium faces. The oval shape offers a smooth, balanced fit with a slightly elongated profile that flatters without overwhelming.</p>
<p data-start=""727"" data-end=""897""><strong data-start=""727"" data-end=""739"">Journey:</strong> Sourced for AZYR for its distinctive 1980s character and uncommon Korean craftsmanship, a reminder that great design often lives beyond the expected names.</p>
<p data-start=""899"" data-end=""980"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""899"" data-end=""919"">Additional Info:</strong> All purchases include an AZYR Specs case and cleaning cloth.</p>",Unknown,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,"1980s frames, 1980s glasses, 1980s sunglasses, 1980s vintage glasses, 1980s Vintage sunglasses, 80s, architectural, gold frame, green lenses, korea, metal, oval, sunglasses, vintage, vintage sunglasses",false,Title,Default Title,,,,,,,,GGG90,0.0,shopify,deny,manual,150.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0615/8814/4312/files/1-IMG_1907.jpg?v=1769556341,1,"",false,,,,,,,,,,,,,,1980s,Unisex,,,adults,dark-green; gold; orange,,gold; orange,oval,metal; plastic,glass,,,dark-green,,,full-frame,unisex,,,,,,lb,,10.00,draft
neon-atrium-1980s-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/2-IMG_1908.jpg?v=1769556342,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-atrium-1980s-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/3-IMG_1910.jpg?v=1769556342,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-atrium-1980s-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/4-IMG_1912.jpg?v=1769556341,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-atrium-1980s-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/5-IMG_1913.jpg?v=1769556342,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architect-s-horizon-1970s-silhouette-sunglasses,“Architect’s Horizon” 1970s Silhouette Sunglasses,"<p data-start=""0"" data-end=""385"">A bold interpretation of 1970s futurism, these Silhouette sunglasses embrace geometry with an almost architectural calm. The oversized gold metal frame forms a softly angular outline, its fine edges tracing expansive grey gradient lenses that fade from charcoal to mist.</p>
<p data-start=""387"" data-end=""571""><strong data-start=""387"" data-end=""400"">Designer:</strong> Silhouette<br data-start=""411"" data-end=""414""><strong data-start=""414"" data-end=""430"">Frame Model:</strong> Unknown<br data-start=""438"" data-end=""441""><strong data-start=""441"" data-end=""452"" data-is-only-node="""">Lenses:</strong> Grey gradient lenses<br data-start=""473"" data-end=""476""><strong data-start=""476"" data-end=""487"">Decade:</strong> 1970s<br data-start=""493"" data-end=""496""><strong data-start=""496"" data-end=""518"">Country of Origin:</strong> Japan<br data-start=""524"" data-end=""527""><strong data-start=""527"" data-end=""541"">Condition:</strong> Excellent vintage condition</p>
<p data-start=""573"" data-end=""764""><strong data-start=""573"" data-end=""593"">Fit Description:</strong> Best suited for medium to larger faces. The oversized silhouette offers generous coverage with a sculpted, angular presence that sits confidently without feeling heavy.</p>
<p data-start=""766"" data-end=""921""><strong data-start=""766"" data-end=""778"">Journey:</strong> Curated for AZYR as a reflection of 1970s experimentation, when technical innovation and expressive scale came together in striking harmony.</p>
<p data-start=""923"" data-end=""1004"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""923"" data-end=""943"">Additional Info:</strong> All purchases include an AZYR Specs case and cleaning cloth.</p>",Silhouette,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,"1970S, 1970s glasses, 1970s vintage sunglasses, 70s, architectural, eyewear, futurist, gold frame, grey gradient, Large, large frames, Luxury Eyewear, Medium, metal, oversized, silhouette, sunglasses, vintage, vintage glasses, vintage sunglasses",false,Title,Default Title,,,,,,,,G157,0.0,shopify,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0615/8814/4312/files/1-IMG_1842.jpg?v=1769555182,1,"",false,,,,,,,,,,,,,,1970s,Unisex,,,adults,gold; black; grey; gray-1,,gold; black,other,metal; plastic,glass,,,grey; gray-1,,,full-frame,unisex,,,,,,lb,,45.00,draft
architect-s-horizon-1970s-silhouette-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/2-IMG_1843.jpg?v=1769555182,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architect-s-horizon-1970s-silhouette-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/3-IMG_1844.jpg?v=1769555182,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architect-s-horizon-1970s-silhouette-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/4-IMG_1845.jpg?v=1769555182,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architect-s-horizon-1970s-silhouette-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/5-IMG_1846.jpg?v=1769555182,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
architect-s-horizon-1970s-silhouette-sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0615/8814/4312/files/6-IMG_1847.jpg?v=1769555182,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-interval-1970s-charmant-sunglasses,“Golden Interval” 1970s Charmant Sunglasses,"<p data-start=""0"" data-end=""410"">A quiet statement from the 1970s, these Charmant sunglasses reflect the era’s fascination with clean geometry and fine metalwork. The square gold metal frame is delicately structured, its warm tone tracing the lenses with precision.</p>
<p data-start=""412"" data-end=""595""><strong data-start=""412"" data-end=""425"">Designer:</strong> Charmant<br data-start=""434"" data-end=""437""><strong data-start=""437"" data-end=""453"">Frame Model:</strong> Unknown<br data-start=""461"" data-end=""464""><strong data-start=""464"" data-end=""475"" data-is-only-node="""">Lenses:</strong> Green gradient lenses<br data-start=""497"" data-end=""500""><strong data-start=""500"" data-end=""511"">Decade:</strong> 1970s<br data-start=""517"" data-end=""520""><strong data-start=""520"" data-end=""542"">Country of Origin:</strong> Japan<br data-start=""548"" data-end=""551""><strong data-start=""551"" data-end=""565"">Condition:</strong> Excellent vintage condition</p>
<p data-start=""597"" data-end=""774""><strong data-start=""597"" data-end=""617"">Fit Description:</strong> Best suited for small to medium faces. The square silhouette offers a balanced, slightly angular fit that sits neatly with a composed and classic profile.</p>
<p data-start=""776"" data-end=""949""><strong data-start=""776"" data-end=""788"">Journey:</strong> Selected for the AZYR collection as a tribute to Japanese craftsmanship of the 1970s, when precision engineering met expressive design in understated harmony.</p>
<p data-start=""951"" data-end=""1032"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""951"" data-end=""971"">Additional Info:</strong> All purchases include an AZYR Specs case and cleaning cloth.</p>",Charmant,Apparel & Accessories > Clothing Accessories > Sunglasses,Sunglasses,"1970s glasses, 1970s vintage sunglasses, 70s, charmant, eyewear, gold, green gradient, green lenses, luxury sunglasses, Medium, metal, small, square, sunglasses, vintage, vintage sunglasses",false,Title,Default Title,,,,,,,,FFF147,0.0,shopify,deny,manual,200.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0615/8814/4312/files/1-IMG_1863.jpg?v=1769554440,1,"",false,,,,,,,,,,,,,,200,Unisex,,,adults,green-gradient; gold; brown,,gold; brown,square,metal; plastic,glass,,,green-gradient,,,full-frame,unisex,,,,,,lb,,,draft
